gender,seniorcitizen,dependents,tenure,phoneservice,multiplelines,internetservice,contract,monthlycharges,churn
female,0,no,2,no,no,dsl,month-to-month,30.9,yes
female,0,yes,72,yes,yes,dsl,two_year,85.9,no
female,1,no,45,no,no,dsl,one_year,34.2,no
female,0,no,47,yes,no,dsl,two_year,20.15,no
female,1,no,46,yes,no,fiber_optic,one_year,95.25,yes
male,0,no,2,yes,no,dsl,month-to-month,50.3,no
female,0,no,2,yes,no,fiber_optic,month-to-month,80.15,no
female,0,no,12,yes,no,dsl,month-to-month,51.25,no
female,1,no,68,yes,yes,fiber_optic,month-to-month,89.6,yes
male,0,yes,69,yes,no,fiber_optic,two_year,95.2,no
male,1,yes,56,yes,no,fiber_optic,one_year,94.8,no
female,1,no,4,yes,yes,fiber_optic,month-to-month,80.25,no
male,0,no,64,yes,yes,dsl,two_year,76.1,no
male,0,no,59,yes,yes,fiber_optic,one_year,110.15,yes
male,0,yes,62,yes,yes,fiber_optic,two_year,115.55,no
male,0,yes,63,yes,yes,dsl,two_year,24.65,no
female,0,no,53,no,no,dsl,one_year,53.6,no
male,0,yes,5,yes,no,dsl,month-to-month,19.45,no
male,1,no,49,yes,yes,fiber_optic,month-to-month,88.2,no
female,0,yes,62,yes,yes,fiber_optic,two_year,101.15,no
female,0,no,55,yes,no,dsl,two_year,56.8,no
female,1,no,71,yes,no,fiber_optic,two_year,99.4,no
female,0,yes,72,yes,no,dsl,two_year,20.1,no
male,0,yes,36,no,no,dsl,one_year,60.7,no
male,0,no,25,yes,no,dsl,one_year,20.95,no
female,1,no,72,yes,yes,fiber_optic,two_year,114.85,no
female,0,no,36,yes,no,dsl,one_year,19.25,no
male,0,no,1,yes,no,dsl,month-to-month,62.8,no
female,0,no,72,yes,yes,fiber_optic,two_year,105.5,no
male,0,yes,59,yes,no,dsl,two_year,19.85,no
male,1,no,7,yes,no,fiber_optic,month-to-month,89.5,yes
female,0,no,1,yes,no,dsl,one_year,74.1,no
female,0,yes,30,yes,yes,fiber_optic,month-to-month,107.5,no
male,0,no,64,yes,no,dsl,two_year,19.55,no
male,0,no,63,yes,yes,dsl,one_year,68.8,no
male,1,no,72,yes,yes,dsl,two_year,84.45,no
male,0,no,8,yes,no,fiber_optic,month-to-month,75.0,yes
female,0,no,62,yes,yes,dsl,two_year,84.5,no
male,0,yes,67,yes,yes,fiber_optic,two_year,111.2,no
male,0,no,6,yes,no,dsl,month-to-month,44.75,yes
female,0,yes,70,yes,yes,dsl,two_year,80.6,no
female,1,no,20,yes,no,fiber_optic,month-to-month,80.7,no
female,0,no,5,yes,yes,fiber_optic,month-to-month,75.6,no
female,0,yes,24,no,no,dsl,one_year,57.6,no
female,0,no,11,yes,no,dsl,month-to-month,44.05,yes
male,0,no,72,yes,yes,fiber_optic,two_year,110.6,no
female,0,yes,66,yes,no,dsl,two_year,58.2,no
female,0,yes,45,yes,no,dsl,two_year,81.0,no
female,0,yes,69,yes,no,dsl,two_year,19.7,no
male,1,no,15,yes,yes,fiber_optic,month-to-month,85.6,yes
female,0,no,28,yes,no,dsl,month-to-month,59.55,no
female,0,no,70,yes,yes,fiber_optic,one_year,115.55,yes
female,0,no,36,yes,no,dsl,one_year,75.55,no
male,1,no,16,yes,yes,fiber_optic,month-to-month,86.6,yes
female,0,no,18,yes,yes,fiber_optic,month-to-month,85.2,yes
female,0,no,34,yes,yes,fiber_optic,month-to-month,97.65,yes
male,0,yes,42,no,no,dsl,one_year,45.1,no
male,0,no,48,yes,yes,dsl,one_year,70.95,no
male,0,no,47,yes,yes,fiber_optic,month-to-month,109.55,yes
female,0,yes,39,yes,yes,fiber_optic,one_year,89.55,yes
female,0,yes,11,yes,no,dsl,two_year,20.9,no
male,0,no,7,yes,no,dsl,month-to-month,19.95,no
female,0,no,3,yes,yes,dsl,month-to-month,24.6,no
male,0,no,8,yes,no,dsl,month-to-month,66.7,no
male,0,yes,1,yes,no,dsl,month-to-month,19.45,yes
male,0,yes,32,yes,no,fiber_optic,one_year,94.8,no
male,0,yes,60,yes,no,dsl,one_year,65.85,no
female,0,no,10,yes,no,dsl,month-to-month,19.95,no
female,0,no,71,yes,yes,dsl,two_year,24.65,no
female,0,yes,4,yes,no,dsl,month-to-month,20.35,yes
female,1,no,1,yes,no,fiber_optic,month-to-month,69.25,yes
female,0,yes,43,no,no,dsl,one_year,51.25,no
male,0,no,59,yes,yes,fiber_optic,one_year,99.5,yes
female,0,no,23,yes,no,dsl,month-to-month,54.25,no
female,0,no,72,yes,no,dsl,two_year,19.4,no
male,0,no,22,yes,no,dsl,one_year,56.25,no
female,0,no,1,no,no,dsl,month-to-month,25.15,no
male,0,no,69,yes,yes,dsl,two_year,23.95,no
male,0,no,50,no,no,dsl,one_year,35.4,no
female,1,no,1,no,no,dsl,month-to-month,25.2,yes
male,0,no,2,yes,no,dsl,month-to-month,45.0,yes
female,0,no,15,yes,no,fiber_optic,month-to-month,75.35,no
male,0,no,31,yes,no,dsl,two_year,20.4,no
male,0,no,1,yes,no,dsl,month-to-month,20.15,yes
male,0,no,66,yes,yes,fiber_optic,month-to-month,105.0,yes
female,0,yes,0,no,no,dsl,two_year,56.05,no
male,0,yes,3,yes,no,dsl,month-to-month,54.7,yes
female,0,no,8,yes,no,dsl,two_year,20.0,no
male,0,yes,64,yes,no,dsl,one_year,73.05,no
female,0,no,28,yes,no,dsl,month-to-month,20.5,no
female,0,no,57,yes,yes,fiber_optic,one_year,100.75,no
female,0,yes,14,yes,yes,fiber_optic,month-to-month,87.25,yes
male,0,no,19,yes,no,dsl,two_year,19.95,no
male,0,no,10,yes,no,fiber_optic,month-to-month,79.95,yes
female,0,no,51,no,no,dsl,month-to-month,49.65,no
female,0,no,67,yes,yes,dsl,two_year,65.65,no
male,0,yes,11,yes,no,dsl,month-to-month,20.45,no
male,0,yes,72,no,no,dsl,two_year,60.95,no
male,0,yes,66,yes,no,dsl,one_year,20.35,no
female,0,no,18,yes,yes,fiber_optic,month-to-month,88.35,yes
female,0,no,9,yes,no,dsl,month-to-month,19.5,no
female,0,no,9,yes,yes,fiber_optic,month-to-month,75.2,no
male,0,no,48,yes,yes,fiber_optic,month-to-month,111.45,no
male,0,no,10,yes,no,fiber_optic,month-to-month,70.15,no
female,0,no,9,yes,yes,fiber_optic,month-to-month,94.75,yes
female,1,no,13,yes,yes,fiber_optic,month-to-month,95.05,yes
male,0,no,4,yes,yes,fiber_optic,month-to-month,78.45,yes
male,0,no,4,yes,no,fiber_optic,month-to-month,70.2,yes
female,0,no,72,yes,yes,dsl,two_year,92.0,no
female,0,yes,51,yes,no,dsl,two_year,85.5,no
male,0,no,59,no,no,dsl,month-to-month,41.05,yes
male,0,no,10,yes,yes,fiber_optic,month-to-month,85.6,yes
male,1,no,61,yes,yes,fiber_optic,month-to-month,82.15,no
male,0,no,54,yes,no,fiber_optic,one_year,84.4,no
female,0,no,33,yes,yes,dsl,month-to-month,60.9,no
female,0,no,27,yes,no,dsl,two_year,20.25,no
female,1,no,1,yes,no,fiber_optic,month-to-month,79.2,yes
male,0,no,23,yes,no,fiber_optic,month-to-month,95.3,no
male,0,yes,1,yes,no,dsl,month-to-month,19.85,no
male,0,yes,45,yes,no,dsl,two_year,84.35,no
female,0,yes,39,yes,no,dsl,two_year,19.85,no
male,0,no,5,yes,no,dsl,one_year,70.0,yes
male,0,yes,72,yes,yes,dsl,two_year,82.3,no
female,0,yes,58,yes,yes,dsl,month-to-month,66.8,no
female,0,no,70,no,no,dsl,two_year,44.6,no
male,0,yes,61,yes,no,fiber_optic,one_year,98.45,no
male,0,no,2,yes,no,fiber_optic,month-to-month,70.7,no
female,0,yes,46,yes,yes,dsl,one_year,24.95,no
female,0,no,1,yes,yes,dsl,month-to-month,49.95,yes
female,0,no,22,yes,no,fiber_optic,month-to-month,69.25,yes
female,0,no,48,yes,no,fiber_optic,two_year,102.5,no
male,0,no,64,yes,yes,dsl,two_year,86.55,no
male,0,yes,72,yes,yes,dsl,two_year,24.3,no
female,0,yes,12,yes,no,dsl,month-to-month,58.35,no
female,1,no,34,yes,yes,fiber_optic,month-to-month,94.25,yes
female,0,yes,72,yes,no,dsl,two_year,68.75,no
male,0,no,29,yes,yes,fiber_optic,month-to-month,85.8,no
male,0,yes,33,yes,no,dsl,one_year,20.1,no
female,0,no,1,yes,no,dsl,month-to-month,20.35,no
female,0,yes,62,yes,yes,fiber_optic,one_year,110.8,no
male,0,no,41,yes,yes,dsl,one_year,73.0,yes
female,0,no,64,yes,yes,fiber_optic,one_year,100.05,yes
female,0,no,4,yes,no,fiber_optic,month-to-month,82.85,no
female,0,no,24,yes,yes,fiber_optic,month-to-month,84.35,no
female,0,yes,14,yes,no,dsl,one_year,19.55,no
male,0,yes,3,yes,no,dsl,month-to-month,19.95,no
female,1,no,4,yes,no,fiber_optic,month-to-month,99.8,yes
female,0,yes,18,no,no,dsl,month-to-month,35.0,yes
male,0,no,8,yes,no,dsl,month-to-month,66.25,no
female,0,no,35,yes,yes,dsl,two_year,23.3,no
female,0,no,1,yes,yes,fiber_optic,month-to-month,76.0,yes
male,0,yes,66,yes,yes,dsl,two_year,25.3,no
male,0,yes,8,no,no,dsl,two_year,44.55,no
female,0,no,71,yes,yes,fiber_optic,one_year,104.1,no
female,0,yes,43,yes,yes,fiber_optic,month-to-month,92.55,no
female,1,no,2,yes,yes,fiber_optic,month-to-month,93.85,yes
male,1,no,29,yes,no,fiber_optic,month-to-month,101.45,no
female,0,no,15,yes,no,fiber_optic,month-to-month,84.3,yes
male,0,yes,65,yes,yes,fiber_optic,two_year,94.55,no
male,0,no,35,yes,yes,fiber_optic,month-to-month,95.5,no
male,0,no,64,yes,no,fiber_optic,one_year,100.3,no
female,0,yes,58,no,no,dsl,two_year,55.5,no
female,1,no,18,yes,no,dsl,month-to-month,49.85,no
male,0,yes,67,yes,yes,fiber_optic,month-to-month,89.55,no
male,0,yes,63,yes,no,dsl,two_year,19.15,no
female,0,no,60,yes,yes,fiber_optic,month-to-month,99.8,no
male,1,no,9,yes,yes,fiber_optic,month-to-month,84.4,yes
female,0,yes,70,yes,yes,fiber_optic,two_year,113.05,no
male,0,no,15,yes,yes,fiber_optic,month-to-month,101.1,yes
female,0,yes,48,yes,no,dsl,one_year,19.95,no
male,0,no,12,yes,no,dsl,month-to-month,74.15,no
male,1,no,71,yes,yes,fiber_optic,one_year,92.0,no
male,1,no,44,yes,no,fiber_optic,month-to-month,73.85,no
male,0,no,1,yes,yes,dsl,month-to-month,50.45,yes
male,0,yes,45,yes,yes,dsl,two_year,24.45,no
female,0,no,23,yes,yes,dsl,one_year,24.8,no
female,0,no,43,yes,yes,dsl,one_year,64.85,no
male,0,no,35,yes,no,dsl,month-to-month,20.75,no
male,0,no,9,yes,no,dsl,month-to-month,68.95,no
male,0,no,12,yes,yes,fiber_optic,month-to-month,99.95,yes
female,1,no,65,yes,yes,fiber_optic,month-to-month,109.4,no
female,0,no,2,yes,yes,fiber_optic,month-to-month,91.4,yes
male,0,no,27,yes,yes,dsl,month-to-month,49.0,no
female,0,no,40,yes,no,dsl,one_year,50.25,no
female,1,no,5,yes,no,fiber_optic,month-to-month,75.55,yes
male,0,yes,8,yes,no,dsl,one_year,19.9,no
female,1,no,58,yes,yes,fiber_optic,one_year,97.8,no
female,0,yes,52,yes,no,fiber_optic,one_year,100.3,no
male,0,no,3,yes,no,dsl,month-to-month,55.8,no
male,0,yes,41,yes,no,fiber_optic,two_year,111.15,no
male,0,no,20,yes,yes,fiber_optic,month-to-month,98.55,no
male,0,yes,1,yes,yes,dsl,month-to-month,50.05,no
male,0,yes,4,yes,yes,fiber_optic,month-to-month,80.8,yes
male,0,no,23,yes,no,dsl,month-to-month,20.85,no
female,1,no,6,yes,no,dsl,month-to-month,19.5,no
male,0,yes,8,yes,no,dsl,month-to-month,19.35,no
male,0,no,18,yes,yes,dsl,month-to-month,69.5,no
male,1,no,52,no,no,dsl,month-to-month,48.8,no
male,0,no,31,yes,no,fiber_optic,month-to-month,94.5,no
male,0,yes,29,yes,no,dsl,month-to-month,20.65,no
female,0,no,36,yes,yes,fiber_optic,two_year,106.05,no
female,0,no,16,yes,yes,fiber_optic,month-to-month,100.0,yes
male,0,no,42,yes,yes,fiber_optic,one_year,108.3,no
male,0,no,1,yes,no,dsl,month-to-month,20.55,yes
female,0,no,60,yes,no,fiber_optic,two_year,99.65,no
male,0,no,5,yes,yes,fiber_optic,month-to-month,85.3,yes
male,0,no,22,yes,yes,fiber_optic,month-to-month,95.9,no
male,0,no,36,yes,no,dsl,one_year,20.0,no
female,0,no,4,yes,no,fiber_optic,month-to-month,70.4,yes
male,0,no,9,yes,no,dsl,month-to-month,64.95,no
male,0,yes,1,yes,no,fiber_optic,month-to-month,74.6,no
male,0,yes,12,yes,no,dsl,month-to-month,49.2,no
female,0,no,23,yes,yes,dsl,one_year,73.75,no
male,0,no,62,yes,yes,fiber_optic,one_year,92.3,no
male,0,no,37,yes,yes,fiber_optic,month-to-month,98.8,yes
female,0,no,8,yes,no,dsl,month-to-month,19.2,no
male,0,no,31,yes,yes,fiber_optic,month-to-month,88.65,no
male,0,yes,13,yes,yes,fiber_optic,month-to-month,74.4,yes
female,0,no,24,yes,yes,fiber_optic,month-to-month,98.75,yes
male,0,yes,45,yes,yes,fiber_optic,month-to-month,95.95,no
female,1,no,69,yes,yes,fiber_optic,two_year,105.4,no
male,0,no,2,yes,no,dsl,month-to-month,20.25,no
male,0,yes,61,yes,yes,fiber_optic,one_year,106.0,yes
male,0,no,41,yes,yes,fiber_optic,month-to-month,104.7,yes
female,0,no,44,no,no,dsl,one_year,49.05,no
male,0,no,39,no,no,dsl,one_year,35.55,no
male,0,yes,72,no,no,dsl,two_year,65.1,no
female,1,no,13,yes,no,fiber_optic,month-to-month,96.85,no
female,0,yes,51,yes,no,dsl,one_year,69.75,no
female,1,no,71,yes,no,fiber_optic,two_year,99.2,no
male,1,no,22,yes,yes,fiber_optic,month-to-month,96.7,yes
female,0,no,2,yes,no,dsl,month-to-month,55.05,yes
female,0,no,56,yes,yes,fiber_optic,one_year,106.8,no
male,0,no,1,yes,no,dsl,month-to-month,51.25,no
female,0,yes,23,yes,no,dsl,one_year,57.75,no
female,1,no,66,yes,yes,dsl,one_year,70.85,no
female,0,no,1,yes,no,dsl,month-to-month,19.55,no
male,1,no,19,yes,yes,fiber_optic,month-to-month,88.2,yes
male,0,no,11,yes,no,fiber_optic,month-to-month,79.5,no
female,0,yes,8,yes,no,dsl,one_year,19.75,yes
female,0,yes,52,yes,yes,fiber_optic,month-to-month,98.15,no
male,0,no,3,yes,no,dsl,month-to-month,20.25,no
female,0,yes,51,yes,no,fiber_optic,month-to-month,79.15,no
male,1,no,15,yes,yes,fiber_optic,month-to-month,75.65,yes
male,1,no,64,yes,yes,fiber_optic,month-to-month,94.25,no
female,0,no,37,no,no,dsl,month-to-month,40.2,no
male,0,no,13,yes,no,dsl,two_year,19.95,no
male,0,no,49,yes,yes,dsl,one_year,55.35,no
female,1,no,45,yes,yes,fiber_optic,one_year,102.15,no
female,0,no,18,yes,no,fiber_optic,month-to-month,71.1,no
male,1,no,1,yes,yes,fiber_optic,month-to-month,74.7,yes
male,0,no,68,no,no,dsl,two_year,54.1,no
male,0,no,54,yes,no,dsl,two_year,19.65,no
female,1,yes,23,yes,no,fiber_optic,month-to-month,88.45,no
male,0,no,17,yes,no,fiber_optic,month-to-month,76.65,yes
male,0,no,71,yes,yes,dsl,two_year,80.4,no
female,0,yes,67,yes,no,dsl,two_year,19.25,no
female,0,yes,14,yes,yes,fiber_optic,month-to-month,84.8,no
female,1,no,1,no,no,dsl,month-to-month,25.8,yes
female,0,yes,63,yes,no,dsl,two_year,19.5,no
female,0,no,41,yes,yes,dsl,one_year,68.6,no
female,0,no,17,yes,yes,fiber_optic,month-to-month,92.6,no
male,0,no,56,yes,yes,fiber_optic,one_year,100.55,no
female,0,no,5,yes,no,dsl,month-to-month,20.55,no
female,0,no,2,no,no,dsl,month-to-month,42.6,yes
female,0,no,3,yes,no,dsl,month-to-month,19.6,no
male,0,no,37,yes,yes,dsl,one_year,67.45,no
female,0,no,29,yes,no,dsl,month-to-month,68.85,yes
male,0,no,8,yes,no,dsl,month-to-month,43.55,no
female,0,no,63,yes,yes,fiber_optic,month-to-month,109.85,no
female,0,yes,7,yes,no,dsl,month-to-month,20.65,no
female,0,no,3,yes,no,fiber_optic,month-to-month,95.4,no
male,0,yes,72,yes,no,dsl,two_year,21.0,no
female,0,no,19,yes,no,dsl,month-to-month,56.2,no
female,0,no,59,yes,no,dsl,two_year,18.4,no
male,0,yes,2,yes,no,fiber_optic,month-to-month,90.0,yes
female,0,yes,35,yes,yes,dsl,month-to-month,25.75,no
male,0,no,14,yes,no,dsl,month-to-month,19.6,no
female,0,no,14,yes,no,fiber_optic,month-to-month,75.35,yes
female,0,yes,69,yes,no,dsl,two_year,19.8,no
male,1,no,7,yes,yes,dsl,month-to-month,64.2,no
male,0,yes,69,yes,no,dsl,two_year,75.75,no
female,0,yes,72,yes,yes,dsl,two_year,78.95,no
male,0,no,8,yes,yes,fiber_optic,month-to-month,100.85,yes
female,0,yes,4,yes,no,dsl,month-to-month,50.3,no
male,0,yes,63,yes,no,fiber_optic,month-to-month,80.3,no
male,0,no,72,yes,no,dsl,two_year,19.85,no
female,0,no,46,yes,no,dsl,two_year,21.1,no
female,0,no,5,yes,no,fiber_optic,month-to-month,69.95,yes
male,0,no,30,yes,no,dsl,month-to-month,50.0,no
male,0,no,63,yes,yes,fiber_optic,two_year,104.75,no
female,0,no,60,yes,no,dsl,two_year,19.85,no
female,0,no,63,yes,yes,fiber_optic,one_year,107.5,yes
male,0,yes,25,yes,no,fiber_optic,month-to-month,85.9,no
male,0,no,1,yes,no,dsl,month-to-month,45.85,yes
male,1,no,6,yes,yes,fiber_optic,month-to-month,80.8,no
male,0,no,22,yes,yes,dsl,two_year,25.25,no
female,0,yes,31,yes,yes,dsl,two_year,80.55,no
female,0,yes,39,yes,no,fiber_optic,month-to-month,81.5,no
male,0,no,26,yes,no,dsl,month-to-month,20.9,no
female,0,no,53,yes,no,fiber_optic,one_year,106.1,yes
female,0,no,1,yes,no,fiber_optic,month-to-month,91.7,yes
male,0,no,12,yes,yes,dsl,month-to-month,67.25,no
female,0,no,16,yes,yes,fiber_optic,month-to-month,95.6,yes
female,0,no,2,yes,no,dsl,month-to-month,20.35,no
male,0,yes,39,no,no,dsl,one_year,45.05,no
male,0,no,1,yes,yes,fiber_optic,month-to-month,74.95,yes
female,0,yes,7,no,no,dsl,month-to-month,34.65,no
male,1,no,4,yes,no,fiber_optic,month-to-month,69.35,no
male,1,no,10,yes,yes,fiber_optic,month-to-month,95.35,yes
female,0,no,55,yes,no,fiber_optic,month-to-month,81.55,no
male,0,yes,72,yes,no,dsl,two_year,75.4,no
female,0,no,10,yes,no,dsl,month-to-month,67.8,no
male,1,no,11,yes,yes,fiber_optic,month-to-month,111.4,no
female,0,yes,15,yes,no,dsl,month-to-month,46.3,no
female,0,yes,23,yes,no,dsl,two_year,20.4,no
male,0,yes,1,yes,no,dsl,month-to-month,20.05,no
female,1,no,3,yes,no,dsl,month-to-month,45.0,yes
male,0,yes,47,yes,no,fiber_optic,one_year,96.1,no
female,0,yes,15,yes,no,dsl,one_year,19.65,no
male,0,no,66,yes,no,fiber_optic,month-to-month,99.5,yes
female,1,no,68,yes,no,dsl,one_year,60.65,no
female,0,yes,17,yes,no,fiber_optic,one_year,98.6,yes
female,0,no,7,yes,no,dsl,month-to-month,59.5,yes
male,1,no,12,yes,no,fiber_optic,month-to-month,80.45,yes
female,1,no,21,yes,yes,dsl,one_year,71.7,no
male,0,no,21,no,no,dsl,month-to-month,36.0,no
female,0,yes,56,yes,yes,dsl,one_year,65.2,no
female,0,yes,6,yes,yes,dsl,month-to-month,48.95,no
female,1,no,65,no,no,dsl,two_year,53.5,no
male,0,no,42,yes,yes,dsl,one_year,80.45,no
female,0,yes,68,yes,yes,fiber_optic,two_year,109.05,no
male,0,yes,48,yes,yes,dsl,two_year,26.3,no
female,1,no,50,yes,yes,fiber_optic,one_year,106.8,no
female,1,no,7,yes,no,dsl,month-to-month,64.95,no
female,0,yes,63,yes,no,dsl,two_year,19.35,no
male,0,no,17,yes,no,dsl,month-to-month,21.1,no
female,0,yes,42,yes,no,fiber_optic,month-to-month,77.95,yes
male,0,yes,4,yes,no,dsl,month-to-month,18.85,no
female,0,yes,62,yes,yes,dsl,two_year,26.0,no
male,1,no,2,yes,no,fiber_optic,month-to-month,74.7,yes
female,0,no,2,yes,no,fiber_optic,month-to-month,70.35,no
male,0,no,48,yes,yes,fiber_optic,two_year,96.9,no
male,0,no,27,yes,no,dsl,two_year,19.55,no
female,0,yes,70,yes,no,dsl,two_year,80.4,no
male,1,no,1,yes,yes,fiber_optic,month-to-month,88.8,yes
male,0,no,46,yes,yes,fiber_optic,one_year,94.65,no
male,0,no,30,yes,no,fiber_optic,month-to-month,90.25,yes
female,0,no,15,yes,yes,dsl,month-to-month,64.65,yes
male,0,yes,69,yes,yes,fiber_optic,one_year,95.75,no
male,0,no,65,yes,no,dsl,two_year,19.55,no
male,1,yes,72,yes,no,fiber_optic,two_year,104.1,no
male,1,no,13,yes,no,fiber_optic,month-to-month,89.05,yes
male,0,no,17,yes,no,dsl,one_year,20.1,no
male,0,no,51,yes,yes,fiber_optic,one_year,111.55,no
male,0,yes,51,yes,no,dsl,two_year,60.5,no
female,0,no,72,yes,yes,dsl,two_year,90.95,no
male,0,yes,67,yes,yes,fiber_optic,one_year,87.4,yes
male,0,no,34,yes,no,dsl,month-to-month,19.7,no
male,0,no,67,no,no,dsl,two_year,50.95,no
female,0,no,49,yes,no,dsl,one_year,20.05,no
male,0,yes,53,yes,no,dsl,two_year,19.4,no
male,0,no,27,yes,yes,dsl,month-to-month,59.45,no
female,1,no,23,yes,no,fiber_optic,month-to-month,94.75,yes
male,0,no,69,yes,yes,dsl,two_year,81.5,no
female,0,yes,2,no,no,dsl,month-to-month,29.05,no
female,0,no,35,yes,yes,fiber_optic,month-to-month,86.45,yes
female,0,no,46,yes,no,dsl,one_year,70.6,no
female,0,no,54,yes,yes,fiber_optic,two_year,97.2,no
female,0,no,56,yes,yes,fiber_optic,one_year,98.25,yes
female,0,no,9,yes,no,fiber_optic,month-to-month,75.75,yes
male,0,no,20,yes,yes,dsl,month-to-month,59.2,no
male,0,no,11,yes,no,fiber_optic,month-to-month,75.9,no
female,1,no,30,yes,yes,fiber_optic,month-to-month,90.05,no
male,0,no,68,yes,no,dsl,two_year,70.95,no
male,1,no,38,yes,yes,fiber_optic,month-to-month,102.6,no
female,1,no,17,yes,yes,fiber_optic,month-to-month,85.35,yes
male,0,no,48,yes,yes,fiber_optic,one_year,106.1,yes
female,0,no,1,yes,no,dsl,month-to-month,43.8,no
male,0,yes,63,no,no,dsl,two_year,59.0,no
female,0,no,3,yes,no,dsl,one_year,69.95,no
female,0,no,48,yes,yes,dsl,one_year,24.35,no
male,0,no,66,no,no,dsl,one_year,29.45,no
female,0,yes,68,yes,yes,fiber_optic,two_year,84.4,no
male,1,no,17,yes,no,dsl,month-to-month,45.05,yes
female,0,yes,7,yes,no,dsl,one_year,20.65,no
male,0,no,72,yes,yes,dsl,two_year,87.1,no
female,0,no,29,yes,no,dsl,month-to-month,19.85,no
male,0,no,37,yes,no,fiber_optic,month-to-month,90.35,no
female,0,no,34,yes,yes,fiber_optic,month-to-month,109.8,yes
female,1,no,42,yes,yes,fiber_optic,month-to-month,84.65,yes
female,0,yes,59,yes,yes,dsl,one_year,65.5,no
male,0,yes,11,yes,no,fiber_optic,month-to-month,79.5,yes
male,1,yes,60,yes,yes,fiber_optic,month-to-month,80.95,no
female,0,no,27,yes,no,dsl,month-to-month,56.15,no
female,0,no,1,yes,yes,fiber_optic,month-to-month,85.8,yes
male,1,no,1,yes,no,fiber_optic,month-to-month,79.1,yes
male,0,no,17,no,no,dsl,month-to-month,34.4,no
male,0,no,58,yes,no,dsl,two_year,20.75,no
male,0,yes,1,yes,no,dsl,one_year,18.8,no
female,0,yes,3,yes,no,dsl,month-to-month,44.3,yes
female,0,no,53,yes,yes,fiber_optic,month-to-month,90.8,no
male,0,no,35,yes,yes,dsl,month-to-month,25.6,no
male,0,yes,50,yes,yes,fiber_optic,month-to-month,105.95,yes
male,0,yes,68,yes,yes,dsl,two_year,70.8,no
male,0,no,47,yes,yes,dsl,month-to-month,25.4,no
female,1,no,65,yes,yes,fiber_optic,month-to-month,108.8,no
male,0,no,5,yes,no,fiber_optic,month-to-month,69.75,yes
male,0,no,51,yes,yes,fiber_optic,month-to-month,94.65,yes
female,0,no,46,yes,yes,fiber_optic,month-to-month,96.05,yes
female,0,no,9,yes,yes,fiber_optic,month-to-month,76.85,no
female,0,no,8,yes,no,dsl,two_year,20.25,no
male,0,no,14,yes,yes,dsl,one_year,24.8,no
female,0,no,45,yes,yes,fiber_optic,month-to-month,115.65,no
female,0,no,8,yes,yes,fiber_optic,month-to-month,74.6,no
male,1,yes,1,yes,no,dsl,month-to-month,50.15,yes
male,0,yes,66,yes,no,fiber_optic,one_year,103.15,no
male,0,yes,72,yes,yes,dsl,two_year,72.1,no
female,0,no,41,yes,yes,fiber_optic,month-to-month,113.6,yes
female,0,yes,23,yes,yes,dsl,two_year,25.1,no
female,0,no,29,yes,no,fiber_optic,month-to-month,78.9,yes
female,0,no,4,yes,yes,fiber_optic,month-to-month,80.15,no
male,0,yes,6,yes,yes,dsl,two_year,25.4,no
female,1,no,67,yes,yes,fiber_optic,one_year,105.4,no
male,1,yes,7,yes,no,dsl,month-to-month,45.75,no
male,0,yes,56,yes,yes,dsl,one_year,24.45,no
female,0,no,72,yes,yes,dsl,two_year,25.0,no
male,0,no,72,yes,yes,dsl,two_year,85.25,no
male,0,yes,23,yes,no,dsl,two_year,19.6,no
female,0,yes,35,yes,yes,dsl,month-to-month,50.15,no
male,1,no,27,yes,no,fiber_optic,month-to-month,70.55,no
female,0,yes,26,yes,yes,dsl,month-to-month,60.05,yes
male,0,yes,12,yes,yes,dsl,one_year,26.4,no
female,0,no,40,yes,no,dsl,two_year,20.15,no
male,0,yes,7,no,no,dsl,month-to-month,58.85,no
male,0,yes,70,yes,yes,fiber_optic,month-to-month,97.55,no
male,0,yes,60,yes,no,dsl,two_year,19.65,no
male,0,yes,39,no,no,dsl,one_year,25.25,no
male,0,no,72,yes,yes,fiber_optic,two_year,114.45,no
female,0,no,1,no,no,dsl,month-to-month,34.7,yes
male,0,yes,54,yes,yes,dsl,one_year,70.7,no
male,0,no,3,yes,yes,fiber_optic,month-to-month,85.3,yes
female,0,yes,63,yes,no,dsl,two_year,75.55,no
male,0,yes,71,yes,yes,fiber_optic,two_year,84.8,no
female,0,no,42,yes,no,dsl,one_year,20.65,no
male,0,no,47,yes,no,dsl,two_year,20.45,no
female,0,yes,66,yes,yes,fiber_optic,one_year,102.45,yes
female,0,no,21,yes,yes,fiber_optic,month-to-month,104.4,yes
male,0,no,11,no,no,dsl,month-to-month,35.65,no
male,0,yes,1,yes,yes,fiber_optic,month-to-month,99.75,yes
female,1,no,55,yes,yes,fiber_optic,month-to-month,90.45,no
male,0,no,69,yes,yes,fiber_optic,two_year,97.65,no
female,1,no,3,yes,no,fiber_optic,month-to-month,73.85,no
male,0,no,4,yes,no,dsl,month-to-month,74.4,yes
male,1,no,30,yes,yes,dsl,two_year,69.1,no
female,0,no,5,yes,yes,fiber_optic,month-to-month,82.75,no
female,0,no,71,yes,yes,dsl,two_year,24.4,no
female,0,no,29,yes,yes,dsl,one_year,55.25,no
male,0,no,52,yes,yes,dsl,month-to-month,61.35,no
