gender,seniorcitizen,dependents,tenure,phoneservice,multiplelines,internetservice,contract,monthlycharges
male,0,yes,1,yes,no,dsl,month-to-month,19.9
female,0,no,51,yes,no,fiber_optic,one_year,87.55
female,1,no,54,yes,yes,fiber_optic,month-to-month,79.5
male,0,no,8,yes,no,dsl,month-to-month,54.75
female,0,no,29,yes,yes,fiber_optic,month-to-month,74.95
female,1,no,15,yes,yes,dsl,month-to-month,55.0
female,0,no,37,no,no,dsl,month-to-month,28.6
female,0,no,36,yes,no,fiber_optic,month-to-month,94.8
male,0,yes,62,yes,yes,dsl,two_year,24.25
male,1,no,72,yes,yes,fiber_optic,two_year,109.55
male,0,no,49,yes,yes,dsl,two_year,66.15
female,0,no,38,yes,yes,dsl,one_year,84.1
male,1,no,71,yes,yes,dsl,two_year,24.85
female,0,yes,8,no,no,dsl,month-to-month,38.5
female,0,yes,43,yes,no,dsl,one_year,20.0
male,1,no,7,yes,yes,fiber_optic,month-to-month,75.4
female,0,yes,3,yes,yes,dsl,month-to-month,69.15
female,1,yes,4,yes,no,dsl,month-to-month,46.0
female,0,no,1,yes,no,dsl,month-to-month,44.1
male,0,no,9,yes,no,dsl,month-to-month,18.95
female,0,yes,24,yes,no,dsl,one_year,21.05
male,0,no,72,yes,yes,fiber_optic,two_year,103.65
female,1,no,8,yes,yes,fiber_optic,month-to-month,75.75
male,1,no,3,yes,yes,fiber_optic,month-to-month,105.9
male,1,no,21,yes,yes,fiber_optic,month-to-month,104.35
female,0,no,58,yes,yes,fiber_optic,one_year,110.65
female,0,yes,52,yes,no,dsl,one_year,20.4
male,0,no,53,no,no,dsl,one_year,54.9
male,1,no,51,yes,yes,fiber_optic,one_year,79.6
female,1,no,5,yes,no,fiber_optic,month-to-month,75.55
male,0,yes,72,no,no,dsl,two_year,67.2
female,1,no,70,yes,yes,fiber_optic,two_year,113.0
male,0,no,32,yes,yes,fiber_optic,month-to-month,78.9
female,0,no,2,yes,no,fiber_optic,month-to-month,75.8
male,0,no,4,yes,no,dsl,month-to-month,20.2
female,0,yes,1,yes,no,dsl,month-to-month,19.0
female,0,no,3,yes,no,fiber_optic,month-to-month,80.5
male,0,yes,42,yes,no,dsl,one_year,20.25
male,0,no,1,yes,no,dsl,month-to-month,20.2
male,1,no,7,yes,no,fiber_optic,month-to-month,89.5
male,1,no,7,yes,yes,fiber_optic,month-to-month,95.6
male,0,no,56,yes,yes,fiber_optic,month-to-month,94.45
female,0,no,35,yes,no,fiber_optic,month-to-month,70.3
female,0,yes,24,yes,no,dsl,two_year,21.1
male,0,no,6,yes,yes,dsl,one_year,25.1
female,0,no,7,yes,no,dsl,month-to-month,70.75
male,0,no,2,yes,no,dsl,month-to-month,44.9
male,0,yes,67,yes,yes,fiber_optic,one_year,87.4
female,0,yes,54,yes,yes,fiber_optic,month-to-month,104.1
male,0,no,43,yes,no,dsl,one_year,56.35
female,0,no,54,yes,yes,fiber_optic,month-to-month,111.1
male,1,no,24,yes,yes,fiber_optic,month-to-month,76.1
male,0,yes,22,yes,yes,fiber_optic,month-to-month,89.1
female,0,yes,61,yes,no,dsl,one_year,49.7
male,1,no,63,no,no,dsl,one_year,36.1
male,0,no,70,yes,yes,dsl,two_year,25.15
male,0,no,37,yes,no,fiber_optic,month-to-month,90.35
male,0,no,2,yes,no,dsl,month-to-month,50.3
female,0,no,5,yes,no,fiber_optic,month-to-month,88.9
male,0,no,13,no,no,dsl,month-to-month,25.15
female,0,yes,10,yes,no,dsl,month-to-month,19.8
female,0,yes,28,yes,no,dsl,month-to-month,19.55
male,0,yes,1,no,no,dsl,month-to-month,33.6
female,0,no,37,yes,yes,fiber_optic,month-to-month,99.5
female,0,no,25,yes,no,fiber_optic,month-to-month,74.6
male,0,yes,19,no,no,dsl,month-to-month,25.35
female,0,no,60,no,no,dsl,two_year,53.6
female,0,no,2,yes,no,fiber_optic,month-to-month,80.45
male,0,no,67,yes,no,dsl,two_year,69.2
male,0,no,5,yes,no,dsl,month-to-month,20.25
male,0,yes,53,yes,no,dsl,two_year,69.7
male,0,no,10,no,no,dsl,month-to-month,33.9
male,0,no,29,no,no,dsl,month-to-month,45.9
male,1,no,2,yes,no,fiber_optic,month-to-month,95.5
male,0,yes,23,yes,no,dsl,month-to-month,54.15
female,0,no,2,yes,no,dsl,month-to-month,20.55
female,0,yes,33,yes,no,dsl,two_year,20.1
male,0,yes,15,yes,no,fiber_optic,month-to-month,75.1
female,1,no,54,yes,yes,dsl,one_year,82.45
male,0,no,27,yes,yes,dsl,month-to-month,49.0
male,0,yes,22,yes,no,dsl,one_year,19.95
female,0,yes,37,yes,yes,dsl,month-to-month,26.45
male,0,no,9,yes,no,fiber_optic,month-to-month,70.05
female,0,no,53,yes,yes,fiber_optic,month-to-month,98.4
male,0,no,70,yes,yes,fiber_optic,two_year,104.0
male,0,no,69,yes,no,dsl,two_year,19.1
female,0,yes,23,yes,no,dsl,two_year,19.65
female,0,yes,7,yes,no,dsl,month-to-month,75.7
female,0,no,48,yes,yes,fiber_optic,month-to-month,105.1
male,0,yes,69,yes,yes,dsl,two_year,79.45
female,0,no,40,yes,yes,fiber_optic,month-to-month,83.85
female,0,no,54,yes,yes,fiber_optic,one_year,114.65
male,0,no,31,yes,yes,fiber_optic,month-to-month,90.55
female,0,yes,64,yes,yes,fiber_optic,one_year,111.45
male,0,no,48,yes,no,dsl,two_year,20.05
female,0,yes,44,yes,yes,dsl,one_year,77.55
female,0,no,13,no,no,dsl,month-to-month,48.75
male,0,yes,72,yes,yes,dsl,two_year,66.5
female,1,no,21,yes,yes,fiber_optic,month-to-month,95.4
male,0,no,72,yes,yes,fiber_optic,one_year,104.95
male,0,no,4,yes,yes,fiber_optic,month-to-month,90.05
male,0,no,51,yes,no,dsl,one_year,19.1
male,0,no,1,yes,no,dsl,month-to-month,19.95
male,0,yes,56,no,no,dsl,one_year,52.0
female,0,no,15,yes,yes,dsl,month-to-month,51.1
male,0,no,6,yes,no,dsl,month-to-month,78.65
female,1,no,2,yes,no,dsl,month-to-month,44.3
male,0,no,67,yes,no,fiber_optic,two_year,111.05
female,1,no,20,yes,yes,dsl,month-to-month,61.6
male,0,no,33,yes,yes,dsl,month-to-month,54.65
male,1,no,9,yes,no,dsl,month-to-month,49.2
male,0,no,72,yes,no,dsl,two_year,19.85
male,0,no,64,yes,yes,dsl,one_year,81.25
male,0,no,70,yes,yes,dsl,two_year,76.95
male,0,no,39,yes,no,fiber_optic,one_year,81.9
male,1,no,41,yes,yes,fiber_optic,month-to-month,98.4
female,0,no,3,yes,yes,dsl,month-to-month,64.6
female,0,no,56,yes,yes,fiber_optic,month-to-month,106.6
male,1,no,64,yes,yes,fiber_optic,month-to-month,103.5
male,0,no,30,yes,no,dsl,one_year,19.7
female,0,no,59,yes,yes,fiber_optic,one_year,107.0
female,0,no,21,yes,yes,fiber_optic,month-to-month,104.4
male,0,no,1,yes,no,dsl,month-to-month,45.7
male,1,no,67,yes,yes,dsl,two_year,25.1
male,0,no,55,yes,yes,fiber_optic,one_year,104.15
male,0,no,1,yes,no,dsl,month-to-month,19.05
male,1,no,1,yes,no,fiber_optic,month-to-month,69.1
male,0,yes,4,yes,no,dsl,two_year,19.9
female,1,no,64,no,no,dsl,month-to-month,43.85
female,0,no,38,yes,no,fiber_optic,one_year,89.1
male,0,yes,32,no,no,dsl,one_year,36.25
female,0,no,6,yes,no,dsl,month-to-month,20.95
female,0,no,36,yes,no,dsl,one_year,19.25
female,0,no,33,yes,yes,fiber_optic,month-to-month,107.55
male,0,yes,15,yes,no,dsl,month-to-month,69.5
male,0,no,56,yes,yes,fiber_optic,one_year,107.25
female,0,no,58,yes,yes,dsl,two_year,59.9
male,0,yes,25,yes,no,dsl,month-to-month,19.15
male,0,no,1,yes,no,dsl,month-to-month,55.7
female,1,no,71,yes,yes,fiber_optic,two_year,96.35
male,0,yes,19,yes,yes,dsl,month-to-month,24.1
male,0,no,37,no,no,dsl,two_year,35.8
female,0,no,2,yes,no,dsl,month-to-month,45.0
female,0,no,44,yes,yes,fiber_optic,month-to-month,84.8
male,0,yes,15,yes,no,dsl,month-to-month,20.0
male,0,no,69,yes,no,dsl,two_year,84.7
male,0,no,57,yes,no,dsl,two_year,20.55
female,1,no,50,yes,yes,fiber_optic,month-to-month,108.75
female,0,yes,72,yes,yes,dsl,two_year,83.3
male,0,no,49,no,no,dsl,two_year,49.65
female,0,yes,9,yes,no,fiber_optic,month-to-month,75.85
male,0,yes,22,yes,no,fiber_optic,one_year,100.05
female,0,no,14,yes,no,fiber_optic,month-to-month,78.1
male,1,no,33,yes,yes,fiber_optic,month-to-month,109.9
male,0,yes,6,yes,yes,dsl,two_year,25.4
female,1,yes,34,yes,yes,fiber_optic,month-to-month,79.6
male,0,no,37,yes,yes,fiber_optic,month-to-month,98.8
female,0,no,67,yes,no,dsl,one_year,60.5
male,1,no,11,yes,yes,dsl,month-to-month,60.25
female,0,yes,14,yes,no,dsl,two_year,18.8
female,0,no,63,yes,no,fiber_optic,one_year,96.0
female,0,no,1,yes,no,fiber_optic,month-to-month,68.65
male,0,no,1,yes,no,dsl,month-to-month,50.65
female,0,no,1,yes,no,dsl,month-to-month,19.5
female,0,yes,24,no,no,dsl,two_year,52.5
female,0,no,12,yes,no,fiber_optic,month-to-month,84.6
female,0,yes,10,yes,yes,fiber_optic,month-to-month,85.95
female,0,no,41,yes,no,fiber_optic,one_year,104.45
male,0,yes,53,yes,no,dsl,two_year,19.75
male,0,no,29,no,no,dsl,month-to-month,34.3
male,0,yes,47,yes,yes,fiber_optic,one_year,113.45
male,0,no,8,yes,no,dsl,month-to-month,45.15
female,0,yes,23,yes,yes,fiber_optic,month-to-month,83.75
female,0,yes,9,yes,no,dsl,two_year,19.75
female,0,no,62,yes,no,dsl,two_year,65.1
male,0,no,38,yes,yes,fiber_optic,one_year,95.0
female,0,no,69,yes,yes,dsl,two_year,66.9
female,0,no,26,yes,no,fiber_optic,one_year,87.15
female,0,yes,13,yes,no,dsl,month-to-month,55.95
male,0,no,11,yes,no,fiber_optic,month-to-month,74.55
female,1,no,42,yes,yes,fiber_optic,month-to-month,95.55
male,0,yes,51,no,no,dsl,one_year,59.3
male,0,yes,17,no,no,dsl,one_year,44.45
female,0,yes,1,yes,no,dsl,month-to-month,50.45
male,1,yes,71,yes,no,dsl,two_year,19.8
male,0,yes,7,yes,no,dsl,month-to-month,48.7
male,0,no,56,yes,yes,fiber_optic,one_year,100.55
male,0,no,16,yes,yes,fiber_optic,month-to-month,73.85
female,0,yes,21,no,no,dsl,one_year,55.95
male,0,no,16,yes,no,dsl,month-to-month,19.75
male,0,no,30,yes,yes,dsl,month-to-month,49.9
female,1,no,30,yes,yes,fiber_optic,month-to-month,91.7
male,0,no,1,yes,yes,fiber_optic,month-to-month,86.6
female,0,no,32,yes,yes,dsl,one_year,74.75
male,0,no,29,yes,yes,fiber_optic,month-to-month,85.8
female,0,yes,43,yes,no,dsl,month-to-month,50.2
male,1,no,69,yes,no,dsl,two_year,20.3
male,0,no,38,yes,yes,fiber_optic,month-to-month,95.1
male,0,no,9,no,no,dsl,month-to-month,24.6
female,0,yes,72,yes,no,dsl,two_year,19.55
male,0,yes,64,yes,no,fiber_optic,month-to-month,81.05
male,0,yes,68,yes,yes,dsl,two_year,25.75
male,0,no,34,yes,yes,fiber_optic,month-to-month,100.05
male,0,no,11,yes,no,dsl,month-to-month,20.35
female,0,no,22,yes,no,fiber_optic,month-to-month,80.0
male,0,no,42,yes,yes,fiber_optic,month-to-month,101.75
female,0,yes,28,yes,no,dsl,month-to-month,20.25
female,0,no,26,yes,no,fiber_optic,month-to-month,85.9
female,0,yes,62,yes,yes,fiber_optic,one_year,100.15
female,0,no,70,yes,no,dsl,two_year,19.8
female,0,yes,2,yes,no,dsl,month-to-month,51.55
male,0,yes,2,yes,no,dsl,month-to-month,19.25
female,0,yes,23,yes,no,dsl,one_year,57.75
male,0,no,58,yes,no,dsl,one_year,50.3
male,0,yes,6,yes,no,dsl,month-to-month,19.55
male,0,no,3,yes,no,fiber_optic,month-to-month,70.3
male,0,no,9,yes,no,fiber_optic,month-to-month,73.8
male,0,no,9,yes,no,dsl,month-to-month,44.95
male,0,no,1,yes,no,dsl,month-to-month,50.8
male,0,yes,69,yes,yes,fiber_optic,one_year,95.75
female,0,no,29,yes,yes,dsl,one_year,71.0
male,0,no,46,yes,no,dsl,two_year,19.2
female,0,yes,17,yes,yes,dsl,one_year,61.95
male,0,yes,51,yes,yes,dsl,two_year,24.95
female,1,no,24,no,no,dsl,month-to-month,40.65
male,0,no,11,yes,no,dsl,month-to-month,20.25
female,0,no,22,yes,yes,dsl,month-to-month,79.2
male,0,yes,72,yes,yes,fiber_optic,two_year,110.3
male,0,no,24,yes,yes,dsl,one_year,24.6
male,0,yes,7,yes,no,fiber_optic,month-to-month,89.75
male,1,no,1,yes,yes,fiber_optic,month-to-month,74.4
male,0,yes,12,yes,no,dsl,month-to-month,56.3
male,0,no,12,yes,yes,fiber_optic,month-to-month,89.55
female,0,no,2,yes,no,fiber_optic,month-to-month,80.15
female,0,no,57,yes,no,dsl,two_year,69.75
female,1,no,18,yes,no,dsl,one_year,20.35
male,0,no,15,yes,yes,dsl,month-to-month,51.55
male,0,yes,72,yes,yes,fiber_optic,two_year,108.4
female,0,yes,46,yes,no,dsl,two_year,19.95
male,0,no,59,yes,yes,fiber_optic,one_year,99.5
male,0,no,19,yes,no,dsl,two_year,19.65
female,0,yes,48,no,no,dsl,one_year,45.0
female,0,yes,53,yes,no,fiber_optic,month-to-month,108.25
male,0,no,54,yes,no,dsl,two_year,20.0
male,0,yes,25,yes,no,dsl,month-to-month,20.8
male,0,no,23,yes,yes,fiber_optic,month-to-month,96.9
female,0,no,1,yes,no,dsl,month-to-month,45.95
male,0,no,20,yes,no,dsl,one_year,64.15
male,1,yes,28,yes,yes,dsl,one_year,51.0
male,0,yes,6,yes,no,dsl,month-to-month,44.6
male,0,no,5,no,no,dsl,month-to-month,24.95
female,0,no,4,yes,no,fiber_optic,month-to-month,70.4
female,0,no,31,yes,yes,dsl,month-to-month,65.25
female,0,no,4,yes,no,fiber_optic,month-to-month,79.0
male,0,no,7,yes,no,dsl,month-to-month,20.75
female,0,no,72,yes,no,dsl,two_year,20.5
male,0,yes,68,yes,yes,dsl,two_year,24.0
male,0,yes,42,yes,no,dsl,one_year,63.7
male,0,no,12,yes,yes,fiber_optic,month-to-month,106.7
male,0,yes,67,yes,yes,fiber_optic,one_year,111.3
female,0,no,27,yes,no,dsl,two_year,20.25
female,0,no,21,yes,yes,fiber_optic,month-to-month,103.9
female,0,yes,50,yes,yes,dsl,one_year,80.05
male,1,no,2,yes,no,dsl,month-to-month,44.7
female,1,no,55,yes,yes,fiber_optic,month-to-month,90.45
female,1,no,30,yes,yes,fiber_optic,month-to-month,104.1
male,0,no,1,yes,no,dsl,month-to-month,44.9
female,1,no,1,no,no,dsl,month-to-month,25.2
female,0,no,1,yes,yes,fiber_optic,month-to-month,85.45
female,0,yes,51,no,no,dsl,two_year,34.2
male,0,yes,45,yes,no,dsl,two_year,84.35
female,0,no,6,yes,no,dsl,two_year,19.65
male,0,yes,39,no,no,dsl,one_year,45.05
female,0,yes,3,yes,no,fiber_optic,month-to-month,80.3
female,0,no,72,yes,yes,fiber_optic,two_year,112.1
female,0,yes,69,yes,yes,dsl,two_year,61.4
female,1,no,1,yes,no,fiber_optic,month-to-month,85.0
male,0,no,1,yes,no,fiber_optic,month-to-month,70.6
female,1,no,53,yes,yes,dsl,two_year,25.1
male,0,yes,1,no,no,dsl,month-to-month,31.35
male,0,no,62,no,no,dsl,two_year,39.0
female,0,yes,11,yes,no,dsl,month-to-month,51.0
female,0,no,22,yes,no,dsl,one_year,19.25
male,1,no,3,yes,yes,fiber_optic,month-to-month,81.35
female,0,yes,22,yes,yes,dsl,two_year,25.25
female,0,no,1,yes,no,dsl,month-to-month,45.15
female,0,no,37,no,no,dsl,month-to-month,40.2
female,0,no,34,yes,yes,fiber_optic,month-to-month,97.65
female,0,yes,15,yes,no,dsl,one_year,19.65
male,0,yes,67,no,no,dsl,two_year,50.9
male,0,yes,24,yes,yes,dsl,two_year,24.2
male,0,no,49,yes,yes,fiber_optic,one_year,106.65
male,0,no,56,yes,no,dsl,two_year,81.8
female,0,yes,6,yes,yes,fiber_optic,month-to-month,94.05
female,0,no,3,yes,no,dsl,month-to-month,57.55
female,0,no,8,yes,no,dsl,two_year,20.85
female,0,no,48,no,no,dsl,one_year,34.7
male,0,yes,66,yes,no,dsl,one_year,75.1
female,0,no,31,yes,yes,fiber_optic,month-to-month,79.85
male,0,no,1,yes,no,fiber_optic,month-to-month,80.5
female,0,yes,30,yes,no,dsl,month-to-month,66.3
female,0,no,54,yes,yes,fiber_optic,one_year,94.75
male,0,yes,29,yes,yes,fiber_optic,month-to-month,89.2
female,0,no,49,no,no,dsl,one_year,56.3
male,0,no,27,yes,no,fiber_optic,month-to-month,69.05
female,0,no,46,yes,no,dsl,month-to-month,44.95
male,0,no,47,yes,yes,fiber_optic,one_year,95.2
female,1,no,1,yes,yes,fiber_optic,month-to-month,72.1
female,0,yes,72,yes,yes,dsl,two_year,71.45
female,0,yes,41,yes,no,dsl,one_year,20.25
female,0,yes,4,yes,no,dsl,month-to-month,50.3
male,0,yes,4,yes,no,dsl,month-to-month,18.85
male,0,no,55,yes,no,dsl,two_year,59.2
female,1,no,50,yes,yes,dsl,one_year,25.2
male,0,no,52,yes,yes,fiber_optic,two_year,109.3
female,0,no,68,yes,yes,fiber_optic,two_year,110.8
male,0,no,64,yes,yes,fiber_optic,two_year,104.4
male,0,yes,71,yes,no,dsl,two_year,19.7
female,0,yes,1,yes,no,dsl,month-to-month,20.5
male,0,yes,8,yes,no,dsl,month-to-month,19.35
female,0,no,1,yes,yes,dsl,month-to-month,50.1
male,0,yes,56,yes,yes,fiber_optic,two_year,103.2
male,1,no,35,yes,yes,fiber_optic,month-to-month,94.55
male,0,no,68,yes,yes,fiber_optic,two_year,110.0
female,0,no,15,yes,no,dsl,month-to-month,19.6
male,0,no,1,yes,no,dsl,month-to-month,44.8
female,0,no,28,no,no,dsl,month-to-month,29.75
female,0,no,69,yes,yes,dsl,two_year,24.25
female,0,no,12,yes,no,fiber_optic,month-to-month,89.4
female,0,yes,31,yes,no,dsl,one_year,20.1
female,0,yes,37,yes,yes,fiber_optic,month-to-month,88.8
male,0,no,26,yes,no,dsl,one_year,59.45
female,0,yes,4,yes,no,fiber_optic,month-to-month,78.9
female,0,no,52,no,no,dsl,one_year,35.45
male,0,yes,58,yes,no,fiber_optic,month-to-month,92.85
male,0,no,26,no,no,dsl,one_year,54.55
male,0,no,26,yes,no,fiber_optic,month-to-month,85.75
female,0,no,18,no,no,dsl,month-to-month,39.05
male,0,no,5,yes,no,fiber_optic,month-to-month,96.5
female,0,yes,54,yes,yes,dsl,month-to-month,86.2
female,1,no,8,yes,yes,fiber_optic,month-to-month,101.35
male,0,yes,48,yes,yes,dsl,two_year,26.3
male,0,yes,23,yes,yes,dsl,two_year,59.7
male,0,no,61,yes,no,dsl,two_year,81.05
female,0,no,18,yes,no,dsl,month-to-month,50.0
male,0,no,2,yes,no,dsl,month-to-month,45.35
female,0,no,21,yes,no,fiber_optic,one_year,79.2
male,1,no,6,yes,yes,fiber_optic,month-to-month,80.8
male,0,no,32,yes,no,fiber_optic,month-to-month,96.2
female,0,no,4,yes,no,dsl,month-to-month,46.0
male,0,no,1,yes,no,fiber_optic,month-to-month,79.9
male,0,no,1,yes,no,dsl,month-to-month,19.3
female,0,no,61,yes,yes,fiber_optic,one_year,115.1
female,0,no,42,yes,no,dsl,month-to-month,20.35
male,0,no,1,yes,no,dsl,month-to-month,20.45
female,0,no,45,yes,no,dsl,two_year,81.65
male,1,no,50,yes,yes,fiber_optic,two_year,105.05
male,0,no,29,yes,no,dsl,one_year,75.35
male,0,no,1,yes,no,dsl,month-to-month,45.1
male,1,no,51,no,no,dsl,month-to-month,29.45
male,0,no,72,yes,yes,dsl,two_year,69.65
female,1,no,71,yes,no,fiber_optic,two_year,99.4
male,0,no,54,yes,no,fiber_optic,month-to-month,89.8
male,0,no,7,yes,yes,dsl,month-to-month,25.05
male,0,no,27,yes,no,dsl,one_year,69.35
male,0,no,10,yes,no,fiber_optic,month-to-month,70.15
female,0,no,47,yes,no,dsl,two_year,20.15
male,0,no,7,yes,no,dsl,month-to-month,44.65
male,0,no,56,yes,yes,fiber_optic,one_year,93.15
male,0,no,62,yes,no,dsl,two_year,60.15
female,1,no,14,no,no,dsl,two_year,39.7
male,0,no,72,yes,yes,dsl,two_year,85.45
male,0,no,46,yes,yes,fiber_optic,month-to-month,72.8
male,0,no,71,yes,no,fiber_optic,two_year,105.25
male,0,no,72,no,no,dsl,two_year,64.7
male,1,no,66,yes,yes,fiber_optic,one_year,107.35
male,0,no,35,yes,yes,fiber_optic,month-to-month,96.75
male,0,no,70,yes,yes,dsl,two_year,74.8
male,0,no,1,yes,no,fiber_optic,month-to-month,70.4
male,0,no,1,no,no,dsl,month-to-month,24.4
male,1,no,13,yes,yes,fiber_optic,month-to-month,106.9
male,0,yes,1,yes,yes,fiber_optic,month-to-month,74.35
female,0,yes,43,yes,no,dsl,month-to-month,56.15
male,0,yes,38,yes,yes,fiber_optic,month-to-month,101.15
male,0,no,14,yes,no,dsl,month-to-month,19.6
male,1,no,29,yes,yes,fiber_optic,month-to-month,79.3
female,0,no,1,yes,no,dsl,month-to-month,55.3
male,0,no,15,yes,yes,fiber_optic,month-to-month,101.1
male,1,no,29,yes,no,fiber_optic,month-to-month,101.45
male,1,no,67,yes,yes,fiber_optic,month-to-month,75.7
male,0,no,65,yes,yes,fiber_optic,one_year,110.0
male,0,no,12,yes,no,fiber_optic,one_year,95.7
male,0,yes,63,yes,yes,dsl,two_year,75.7
male,1,no,72,yes,yes,fiber_optic,two_year,98.35
female,0,yes,68,yes,yes,fiber_optic,one_year,83.0
male,0,no,4,yes,no,dsl,month-to-month,45.9
female,0,yes,7,no,no,dsl,month-to-month,34.65
female,1,no,14,yes,yes,fiber_optic,month-to-month,74.3
female,0,no,5,yes,yes,fiber_optic,month-to-month,100.5
female,1,no,1,yes,no,dsl,month-to-month,19.45
female,0,yes,42,yes,no,fiber_optic,month-to-month,92.15
female,0,no,64,yes,yes,fiber_optic,two_year,110.5
female,0,yes,8,yes,no,dsl,two_year,19.5
male,0,no,63,yes,yes,fiber_optic,month-to-month,103.4
female,0,no,4,yes,yes,fiber_optic,month-to-month,85.65
male,1,yes,68,yes,yes,fiber_optic,month-to-month,84.65
male,1,no,9,yes,no,dsl,month-to-month,21.25
female,0,no,29,yes,yes,fiber_optic,month-to-month,100.55
female,0,yes,52,yes,no,fiber_optic,one_year,100.3
female,1,no,18,yes,no,fiber_optic,month-to-month,84.95
female,0,yes,1,yes,no,dsl,month-to-month,20.15
male,0,no,3,yes,no,dsl,month-to-month,20.5
female,0,no,56,yes,no,fiber_optic,two_year,80.3
female,0,no,60,yes,yes,dsl,two_year,25.0
male,0,no,9,yes,no,dsl,one_year,20.15
female,0,yes,31,yes,no,dsl,two_year,21.0
male,0,yes,52,yes,yes,fiber_optic,month-to-month,93.25
female,1,no,49,yes,no,fiber_optic,one_year,89.85
female,0,yes,19,yes,yes,dsl,month-to-month,75.9
male,0,no,33,yes,no,fiber_optic,month-to-month,91.25
female,0,yes,3,no,no,dsl,month-to-month,31.0
female,0,no,7,yes,no,dsl,month-to-month,20.0
male,0,yes,42,no,no,dsl,two_year,48.15
female,0,no,1,yes,no,dsl,month-to-month,19.75
female,0,no,13,yes,yes,fiber_optic,month-to-month,80.0
female,0,yes,62,yes,yes,fiber_optic,two_year,101.15
female,1,no,59,yes,yes,fiber_optic,month-to-month,89.75
female,1,no,53,yes,no,fiber_optic,one_year,94.0
female,0,no,55,yes,no,dsl,two_year,56.8
male,1,no,47,yes,yes,dsl,two_year,59.6
male,0,yes,55,yes,no,dsl,two_year,20.5
female,0,no,72,yes,yes,fiber_optic,one_year,108.5
female,1,yes,72,yes,yes,dsl,two_year,92.45
male,0,yes,3,yes,no,dsl,month-to-month,50.15
female,0,yes,72,yes,yes,fiber_optic,two_year,107.45
female,0,no,1,yes,no,dsl,month-to-month,44.9
male,0,no,32,yes,no,fiber_optic,month-to-month,93.4
male,0,no,11,yes,no,dsl,month-to-month,69.35
male,0,no,1,yes,no,dsl,month-to-month,20.25
male,0,no,13,yes,no,fiber_optic,month-to-month,79.8
male,0,no,14,yes,no,dsl,month-to-month,48.8
male,0,yes,66,yes,no,dsl,two_year,19.75
female,0,yes,67,yes,yes,dsl,two_year,75.5
female,0,no,2,yes,yes,fiber_optic,month-to-month,75.55
male,0,no,35,yes,no,dsl,one_year,61.2
male,1,yes,20,yes,no,fiber_optic,one_year,94.3
male,0,no,7,no,no,dsl,one_year,35.5
male,0,yes,42,yes,no,dsl,two_year,20.7
male,0,no,48,yes,no,dsl,two_year,78.9
female,1,no,1,yes,no,fiber_optic,month-to-month,69.65
male,0,no,7,yes,no,dsl,month-to-month,18.95
female,0,no,50,yes,yes,fiber_optic,one_year,104.4
male,0,no,60,yes,yes,fiber_optic,one_year,116.6
male,0,yes,56,yes,no,dsl,two_year,59.8
female,0,no,2,yes,no,fiber_optic,month-to-month,86.25
female,1,no,43,yes,yes,fiber_optic,one_year,107.55
female,0,yes,5,yes,no,dsl,month-to-month,49.4
female,0,no,46,yes,yes,fiber_optic,one_year,94.15
male,0,no,1,yes,no,fiber_optic,month-to-month,88.35
male,0,yes,69,yes,yes,fiber_optic,two_year,105.0
male,1,no,72,yes,yes,fiber_optic,one_year,97.25
female,0,yes,72,yes,yes,dsl,two_year,84.7
female,0,no,8,yes,yes,fiber_optic,month-to-month,95.65
male,0,no,63,yes,yes,fiber_optic,two_year,84.65
female,1,no,20,yes,yes,fiber_optic,month-to-month,85.8
male,0,yes,45,yes,no,dsl,two_year,19.2
female,0,no,45,yes,no,fiber_optic,two_year,95.2
male,0,yes,13,yes,no,dsl,month-to-month,49.95
female,0,yes,51,yes,yes,fiber_optic,one_year,90.15
female,0,no,13,yes,no,dsl,one_year,43.8
female,0,no,71,yes,no,dsl,two_year,84.4
male,0,no,17,yes,yes,fiber_optic,month-to-month,106.65
male,0,yes,72,yes,yes,fiber_optic,two_year,114.0
male,0,no,3,yes,no,fiber_optic,month-to-month,86.05
female,0,no,12,yes,no,dsl,one_year,20.15
male,0,no,1,yes,no,dsl,month-to-month,49.75
female,0,no,56,yes,yes,fiber_optic,one_year,106.8
male,0,no,68,yes,no,dsl,two_year,70.95
male,0,no,1,yes,no,fiber_optic,month-to-month,69.95
female,0,yes,67,yes,yes,fiber_optic,two_year,108.75
male,1,no,1,yes,no,fiber_optic,month-to-month,69.75
female,0,yes,6,yes,no,dsl,month-to-month,55.9
male,0,no,6,yes,yes,fiber_optic,month-to-month,82.85
female,0,yes,15,yes,no,dsl,month-to-month,76.5
female,0,yes,49,yes,no,dsl,one_year,87.2
female,0,no,27,yes,no,dsl,month-to-month,56.7
male,0,no,50,no,no,dsl,one_year,44.45
male,0,no,22,yes,yes,fiber_optic,month-to-month,100.65
male,0,yes,12,no,no,dsl,month-to-month,35.5
male,0,yes,27,yes,yes,dsl,two_year,25.85
male,0,yes,54,yes,yes,dsl,month-to-month,55.0
male,1,no,1,yes,no,fiber_optic,month-to-month,69.5
male,0,no,24,yes,yes,fiber_optic,month-to-month,99.65
female,0,yes,41,yes,no,dsl,one_year,74.7
male,0,no,66,no,no,dsl,two_year,56.6
male,0,yes,72,yes,yes,dsl,two_year,24.75
male,0,yes,5,yes,no,dsl,month-to-month,20.2
female,0,no,55,yes,yes,fiber_optic,month-to-month,103.65
